,Accession,Score,Rep1pVal (-log10),Rep1delta_Tm,Rep1Group1_R2,Rep1Group2_R2,Rep1Group1_Tm,Rep1Group2_Tm,Rep1min_Slope,Rep2pVal (-log10),Rep2delta_Tm,Rep2Group1_R2,Rep2Group2_R2,Rep2Group1_Tm,Rep2Group2_Tm,Rep2min_Slope
390,SLC17A5,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,65.59,37.0,-0.0
418,SLC5A3,0.0,0.434,0.0,0.897,0.874,65.59,65.59,-0.035,,,0.831,0.574,65.59,65.59,-0.8
405,SLC2A5,0.0,,,0.0,0.0,65.59,65.59,-0.078,,,0.514,0.0,65.59,65.59,-0.077
417,SLC4A7,0.0,0.541,-0.28,0.966,0.956,53.2,52.92,-0.128,0.402,0.19,0.985,0.977,53.64,53.83,-0.12
416,SLC4A2,0.0,0.882,-0.98,0.986,0.991,54.39,53.41,-0.134,0.487,-0.53,0.987,0.993,54.5,53.97,-0.136
415,SLC44A2,0.0,,,0.773,0.928,65.59,65.59,-0.05,0.328,0.0,0.954,0.948,65.59,65.59,-0.039
414,SLC44A1,0.0,,,0.464,0.612,65.59,65.59,-0.023,0.328,0.0,0.814,0.889,65.59,65.59,-0.063
413,SLC43A1,0.0,,,0.883,0.77,64.23,62.65,-0.752,,,0.817,0.79,63.2,63.67,-0.231
412,SLC39A6,0.0,0.329,0.32,0.982,0.983,59.59,59.91,-0.092,0.313,-0.04,0.974,0.955,61.4,61.36,-0.07
411,SLC39A14,0.0,0.351,0.59,0.936,0.966,62.21,62.8,-0.683,0.377,-0.28,0.959,0.955,63.7,63.42,-0.071
410,SLC38A2,0.0,,,0.0,0.0,37.0,65.08,-0.0,,,0.0,0.0,65.59,37.0,-0.0
409,SLC38A1,0.0,,,0.861,0.768,65.59,65.59,-0.059,0.328,0.0,0.883,0.932,65.59,65.59,-0.041
408,SLC31A1,0.0,0.779,-0.79,0.815,0.814,54.34,53.55,-0.076,0.335,0.02,0.947,0.894,63.65,63.67,-0.085
407,SLC30A1,0.0,,,0.732,0.73,65.3,65.18,-0.043,,,0.803,0.787,63.28,63.85,-0.112
406,SLC2A9,0.0,,,0.675,0.612,65.59,65.59,-0.112,,,0.688,0.797,65.59,65.59,-0.043
404,SLC2A3,0.0,,,0.0,0.0,37.0,65.59,-0.0,,,0.0,0.287,37.0,65.59,-0.007
391,SLC19A1,0.0,,,0.0,0.0,65.59,37.0,-0.0,,,0.0,0.0,65.59,37.0,-0.0
403,SLC2A1,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
402,SLC29A1,0.0,,,0.0,0.27,65.59,65.59,-0.112,,,0.807,0.728,65.59,65.59,-0.092
401,SLC26A6,0.0,,,0.874,0.741,60.44,60.98,-0.396,,,0.912,0.728,60.81,61.84,-0.818
400,SLC26A2,0.0,0.448,-0.04,0.996,0.995,50.82,50.78,-0.29,0.378,0.13,1.0,0.995,51.05,51.18,-0.232
399,SLC25A5,0.0,,,0.0,0.0,65.59,65.59,-0.449,,,0.0,0.0,65.59,65.59,-0.501
398,SLC25A3,0.0,,,0.0,0.0,65.59,37.0,-0.0,,,0.0,0.0,37.0,37.0,0.0
397,SLC25A13,0.0,,,0.831,0.693,63.62,63.82,-0.072,,,0.523,0.798,64.55,62.61,-0.055
396,SLC25A11,0.0,,,0.904,0.793,65.59,64.24,-0.129,,,0.654,0.815,65.59,64.55,-0.126
395,SLC20A2,0.0,,,0.731,0.654,65.59,65.59,-0.025,,,0.921,0.778,63.06,65.59,-0.026
394,SLC1A5,0.0,,,0.795,0.814,65.59,65.59,-0.06,0.328,0.0,0.912,0.88,65.59,65.59,-0.061
393,SLC1A4,0.0,,,0.671,0.642,65.59,65.59,-0.032,,,0.894,0.855,65.59,65.59,-0.088
392,SLC1A3,0.0,1.468,2.7,0.919,0.807,57.1,59.8,-0.764,2.715,-3.0,0.93,0.961,55.68,52.68,-0.073
242,ITGB1,0.0,,,0.75,0.95,65.59,65.59,-0.035,0.328,0.0,0.932,0.869,65.59,65.59,-0.043
239,ITGAM,0.0,0.58,1.21,0.887,0.927,61.46,62.67,-0.099,0.354,-0.22,0.96,0.938,64.54,64.32,-0.045
240,ITGAV,0.0,0.575,-0.36,0.984,0.928,59.26,58.9,-0.051,1.369,-1.81,0.871,0.99,59.34,57.53,-0.064
75,CALR,0.0,,,0.75,0.683,58.68,61.48,-0.091,,,0.61,0.781,61.75,60.5,-0.07
87,CD38,0.0,1.378,2.58,0.966,0.943,60.35,62.93,-0.059,0.611,0.62,0.984,0.956,61.72,62.34,-0.043
86,CD36,0.0,0.463,-0.08,0.903,0.959,65.25,65.17,-0.041,0.35,-0.21,0.931,0.955,65.59,65.38,-0.045
85,CD320,0.0,,,0.099,0.308,65.59,65.59,-0.01,,,0.708,0.685,65.59,65.59,-0.017
84,CD302,0.0,0.324,0.5,0.989,0.994,57.51,58.01,-0.071,0.785,0.91,0.992,0.983,58.01,58.92,-0.06
83,CD244,0.0,0.525,-0.24,0.97,0.966,61.55,61.31,-0.047,0.446,0.29,0.985,0.987,59.49,59.78,-0.045
82,CD151,0.0,,,0.644,0.336,65.59,65.59,-0.023,,,0.776,0.512,65.59,65.59,-0.029
81,CCT3,0.0,0.42,0.8,0.928,0.844,56.47,57.27,-0.271,0.374,0.12,0.801,0.883,56.18,56.3,-0.154
80,CCL5,0.0,,,0.461,0.0,65.59,37.0,-0.022,,,0.235,0.314,65.59,65.59,-0.02
79,CAT,0.0,,,0.0,0.0,65.59,65.59,-0.488,,,0.258,0.923,65.59,65.59,-0.777
78,CAPN2,0.0,,,0.661,0.67,57.45,58.02,-0.213,,,0.655,0.915,57.29,56.18,-0.139
77,CAPN1,0.0,,,0.785,0.478,61.61,62.62,-0.73,0.328,0.0,0.878,0.927,62.12,62.12,-0.871
76,CAP1,0.0,0.542,1.12,0.969,0.878,55.56,56.68,-0.207,,,0.792,0.973,54.24,53.24,-0.172
74,CADM4,0.0,0.509,1.04,0.84,0.903,62.6,63.64,-0.048,1.228,1.5,0.955,0.841,60.83,62.33,-0.053
89,CD44,0.0,0.434,0.0,0.916,0.926,65.59,65.59,-0.047,0.459,0.32,0.949,0.873,65.27,65.59,-0.053
73,CAD,0.0,0.478,-0.12,0.969,0.969,50.59,50.47,-1.175,0.31,-0.05,0.891,0.966,50.56,50.51,-1.161
72,C8ORF55,0.0,,,0.601,0.796,65.59,65.59,-0.034,,,0.761,0.687,65.59,63.9,-0.032
71,C4B,0.0,2.158,-2.66,0.989,0.98,57.32,54.66,-0.09,0.6,0.6,0.92,0.988,57.26,57.86,-0.051
70,C20ORF3,0.0,0.497,-0.17,0.977,0.973,59.59,59.42,-0.135,0.463,-0.48,0.973,0.977,59.23,58.75,-0.102
69,C20ORF103,0.0,0.312,0.38,0.978,0.969,58.15,58.53,-0.111,0.358,0.08,0.97,0.993,59.33,59.41,-0.085
68,C1QBP,0.0,0.734,1.54,0.973,0.997,48.35,49.89,-0.133,1.569,1.87,0.991,0.992,47.52,49.39,-0.09
67,C11ORF59,0.0,,,0.519,0.515,65.59,65.59,-0.068,,,0.588,0.317,65.59,65.59,-0.266
66,BTN2A1,0.0,0.36,0.22,0.994,0.988,54.54,54.76,-0.264,0.31,-0.05,0.997,0.99,54.61,54.56,-0.144
65,BST2,0.0,,,0.209,0.336,65.59,65.59,-0.009,,,0.581,0.884,65.59,65.59,-0.02
64,BST1,0.0,,,0.419,0.368,65.59,65.59,-0.015,,,0.673,0.736,65.59,65.59,-0.016
63,BSG,0.0,,,0.435,0.809,65.59,65.59,-0.086,,,0.88,0.653,65.59,65.59,-0.1
62,BCAP31,0.0,,,0.0,0.0,37.0,65.15,-0.0,,,0.0,0.0,37.0,37.0,0.0
88,CD4,0.0,,,0.721,0.639,64.63,65.59,-0.042,,,0.713,0.785,65.59,64.59,-0.055
90,CD46,0.0,,,0.0,0.0,65.59,37.0,-0.0,,,0.0,0.0,65.59,37.0,-0.199
60,B4GALT1,0.0,0.31,0.45,0.993,0.907,52.55,53.0,-0.169,0.921,-1.26,0.896,0.97,52.85,51.59,-0.191
105,CDK5,0.0,0.679,-0.59,0.982,0.986,50.33,49.74,-1.108,0.935,-1.28,0.925,0.996,50.38,49.1,-1.126
117,CLTC,0.0,0.312,0.46,0.903,0.861,51.26,51.72,-0.433,0.419,0.23,0.824,0.884,51.53,51.76,-0.374
116,CLPTM1,0.0,0.632,-0.49,0.972,0.96,53.47,52.98,-0.136,0.899,-1.23,0.89,0.965,54.32,53.09,-0.124
115,CLN3,0.0,,,0.0,0.0,37.0,65.59,-0.0,,,0.0,0.0,37.0,65.58,-0.0
114,CLIC1,0.0,0.318,0.48,0.971,0.914,52.86,53.34,-1.054,0.31,-0.1,0.875,0.923,52.64,52.54,-0.235
113,CLEC5A,0.0,0.434,0.0,0.876,0.954,65.59,65.59,-0.068,0.331,-0.16,0.943,0.9,65.4,65.24,-0.064
112,CLEC2B,0.0,,,0.615,0.642,65.59,65.59,-0.012,,,0.924,0.842,65.59,65.59,-0.016
111,CLEC2A,0.0,,,0.863,0.852,65.59,65.59,-0.043,0.328,0.0,0.959,0.923,65.59,65.59,-0.044
110,CLEC12A,0.0,0.301,0.42,0.934,0.961,60.83,61.25,-0.05,0.415,-0.37,0.983,0.988,60.92,60.55,-0.056
109,CLDND1,0.0,0.329,0.32,0.916,0.914,64.88,65.2,-0.042,0.633,0.66,0.951,0.962,62.52,63.18,-0.051
108,CKAP4,0.0,0.324,0.34,0.958,0.97,53.26,53.6,-0.118,1.262,-1.69,0.881,0.954,54.01,52.32,-0.095
107,CHID1,0.0,,,0.547,0.846,57.62,58.65,-0.142,,,0.532,0.724,60.64,56.77,-0.05
106,CECR1,0.0,,,0.0,0.0,65.59,37.0,-0.0,,,0.0,0.0,37.0,65.59,-0.0
104,CDC42,0.0,,,0.0,0.0,65.59,37.0,-0.0,,,0.0,0.0,65.08,65.59,-0.0
91,CD47,0.0,,,0.0,0.254,37.0,65.59,-0.004,,,0.613,0.358,65.59,65.59,-0.039
103,CD99L2,0.0,,,0.909,0.288,59.84,62.12,-0.916,,,0.957,0.849,65.59,65.59,-0.034
102,CD99,0.0,,,0.152,0.0,65.59,65.59,-0.068,,,0.859,0.627,65.59,65.59,-0.08
101,CD97,0.0,0.434,0.0,0.911,0.898,65.59,65.59,-0.04,0.473,0.35,0.96,0.924,64.46,64.81,-0.099
100,CD93,0.0,0.521,-0.23,0.952,0.982,60.17,59.94,-0.055,0.521,0.45,0.991,0.98,60.17,60.62,-0.062
99,CD84,0.0,0.327,0.33,0.979,0.994,53.99,54.32,-0.076,0.521,0.45,0.985,0.997,58.31,58.76,-0.07
98,CD82,0.0,,,0.0,0.0,65.59,37.0,-0.0,,,0.0,0.0,37.0,37.0,0.0
97,CD74,0.0,2.747,4.07,0.834,0.806,59.68,63.75,-0.051,,,0.774,0.861,64.22,62.21,-0.045
96,CD70,0.0,,,0.76,0.85,65.59,65.59,-0.033,1.017,-1.39,0.927,0.964,64.14,62.75,-0.041
95,CD69,0.0,0.434,0.0,0.914,0.935,65.59,65.59,-0.047,0.753,0.86,0.984,0.944,64.46,65.32,-0.056
94,CD63,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
93,CD55,0.0,,,0.0,0.0,37.0,65.59,-0.0,,,0.0,0.0,37.0,37.0,0.0
92,CD48,0.0,0.785,1.64,0.886,0.931,63.95,65.59,-0.052,0.386,0.15,0.969,0.961,64.15,64.3,-0.049
61,BASP1,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
59,B2M,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,65.57,-0.0
1,ABCC1,0.0,0.376,0.17,0.961,0.957,55.52,55.69,-0.177,0.446,0.29,0.975,0.973,55.43,55.72,-0.17
15,ADPGK,0.0,0.849,1.76,0.936,0.858,54.96,56.72,-0.119,0.37,0.11,0.873,0.936,56.02,56.13,-0.101
27,AP2A1,0.0,0.754,1.58,0.936,0.889,52.69,54.27,-0.176,0.394,0.17,0.932,0.941,52.9,53.07,-0.135
26,AOAH,0.0,,,0.0,0.0,37.0,65.59,-0.0,,,0.0,0.0,65.59,65.59,-0.0
25,ANXA2,0.0,1.025,2.06,0.983,0.919,53.92,55.98,-0.153,0.468,-0.49,0.832,0.971,53.87,53.38,-0.15
24,ANTXR2,0.0,,,0.797,0.705,65.59,65.59,-0.039,0.402,0.19,0.917,0.927,63.66,63.85,-0.059
23,ANPEP,0.0,,,0.524,0.619,65.59,65.59,-0.01,,,0.866,0.932,65.59,65.59,-0.016
22,ANO6,0.0,0.423,0.03,0.981,0.975,57.66,57.69,-0.379,0.358,0.08,0.976,0.971,57.64,57.72,-0.366
21,ANKH,0.0,,,0.0,0.0,65.14,37.0,-0.0,,,0.0,0.0,37.0,37.0,0.0
20,ALCAM,0.0,,,0.857,0.941,65.59,65.59,-0.023,0.328,0.0,0.972,0.896,65.59,65.59,-0.039
19,AHSG,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
18,AHNAK,0.0,,,0.723,0.471,65.53,65.59,-0.043,,,0.173,0.477,65.59,65.59,-0.848
17,AGTRAP,0.0,,,0.0,0.0,65.59,37.0,-0.0,,,0.0,0.0,37.0,65.59,-0.004
16,AFP,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,65.59,37.0,-0.0
14,ADCY9,0.0,0.367,0.64,0.996,0.978,52.83,53.47,-0.19,0.411,0.21,0.977,0.973,53.25,53.46,-0.153
29,APLP2,0.0,,,0.559,0.61,65.59,65.59,-0.025,,,0.772,0.899,64.48,55.78,-0.033
13,ADCY7,0.0,0.882,-0.98,0.993,0.989,50.46,49.48,-1.178,0.746,0.85,0.997,0.95,49.65,50.5,-0.43
12,ADCY3,0.0,1.491,2.73,0.858,0.93,56.52,59.25,-0.056,0.411,0.21,0.988,0.968,50.42,50.63,-1.067
11,ADAM9,0.0,,,0.366,0.178,65.59,65.59,-0.027,,,0.336,0.609,65.59,65.59,-0.104
10,ADAM22,0.0,0.801,1.67,0.967,0.877,58.91,60.58,-0.063,0.994,-1.36,0.925,0.978,59.51,58.15,-0.065
9,ADAM17,0.0,0.467,-0.09,0.985,0.993,55.61,55.52,-0.085,0.394,0.17,0.994,0.996,55.35,55.52,-0.078
8,ADAM10,0.0,0.36,0.22,0.962,0.977,59.08,59.3,-0.085,0.377,-0.28,0.981,0.983,59.43,59.15,-0.065
7,ADA,0.0,,,0.73,0.178,59.27,62.39,-0.672,,,0.95,0.43,58.29,63.3,-0.071
6,ACTN1,0.0,,,0.833,0.568,58.33,58.97,-0.873,,,0.612,0.874,58.09,57.59,-0.176
5,ACSL1,0.0,0.413,0.06,0.979,0.978,51.47,51.53,-0.241,0.358,-0.23,0.942,0.965,51.67,51.44,-0.22
4,ACPP,0.0,,,0.957,0.0,56.37,62.06,-0.683,,,0.869,0.619,62.61,65.59,-0.039
3,ACLY,0.0,0.434,0.0,0.976,0.955,50.82,50.82,-0.424,0.685,0.75,0.918,0.931,50.73,51.48,-0.616
2,ABCC4,0.0,0.463,-0.08,0.922,0.9,60.45,60.37,-0.242,0.374,0.12,0.95,0.945,60.32,60.44,-0.252
28,AP2B1,0.0,0.624,1.31,0.894,0.941,50.49,51.8,-0.128,0.406,-0.35,0.838,0.881,55.8,55.45,-0.109
30,APOA1BP,0.0,,,0.0,0.0,65.59,37.0,-0.0,,,0.0,0.0,65.59,65.59,-0.441
58,ATRN,0.0,0.396,0.73,0.951,0.953,58.84,59.57,-0.054,1.185,-1.6,0.948,0.988,60.31,58.71,-0.046
45,ATP1B3,0.0,0.459,-0.07,0.983,0.976,59.22,59.15,-0.147,0.406,0.2,0.981,0.991,59.4,59.6,-0.165
57,ATPIF1,0.0,,,0.464,0.0,65.59,65.59,-0.464,,,0.408,0.298,65.59,65.59,-0.01
56,ATP7A,0.0,0.832,-0.89,0.926,0.982,51.57,50.68,-0.239,0.531,0.47,0.946,0.968,50.81,51.28,-0.46
55,ATP6V1B2,0.0,,,0.804,0.756,60.34,62.02,-0.071,,,0.653,0.842,58.34,55.74,-0.097
54,ATP6V1A,0.0,,,0.828,0.67,58.16,59.37,-0.119,,,0.778,0.721,57.77,58.49,-0.113
53,ATP6V0D1,0.0,,,0.356,0.0,65.59,65.59,-0.801,,,0.078,0.333,65.59,65.59,-0.866
52,ATP6V0A2,0.0,,,0.253,0.231,65.59,65.59,-0.856,,,0.431,0.647,65.59,65.36,-0.866
51,ATP6AP1,0.0,,,0.314,0.091,65.59,65.59,-0.021,,,0.316,0.497,65.59,64.85,-0.029
50,ATP5O,0.0,,,0.369,0.08,65.4,65.33,-0.879,,,0.323,0.202,65.32,65.37,-0.879
49,ATP5B,0.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,,,0.743,0.804,64.36,64.59,-0.047
48,ATP5A1,0.0,,,0.518,0.0,65.59,65.59,-0.871,,,0.399,0.271,65.43,65.46,-0.876
47,ATP2B4,0.0,0.502,1.02,0.854,0.84,58.28,59.3,-0.162,0.423,-0.39,0.932,0.859,60.12,59.73,-0.205
46,ATP2A2,0.0,0.413,0.06,0.992,0.967,51.44,51.5,-0.245,0.437,0.27,0.956,0.972,51.09,51.36,-0.336
44,ATP1B1,0.0,0.605,-0.43,0.968,0.978,59.46,59.03,-0.146,0.331,0.01,0.985,0.978,59.13,59.14,-0.141
31,APOC3,0.0,,,0.0,0.0,37.0,65.59,-0.0,,,0.0,0.0,37.0,37.0,0.0
43,ATP1A1,0.0,0.501,-0.18,0.921,0.939,61.24,61.06,-0.41,0.362,0.09,0.96,0.953,61.73,61.82,-0.846
42,ATP13A1,0.0,0.37,0.65,0.988,0.95,53.02,53.67,-0.163,0.621,-0.79,0.82,0.958,52.88,52.09,-0.166
41,ATP11C,0.0,0.43,0.01,0.96,0.916,56.87,56.88,-0.377,0.366,0.1,0.902,0.854,57.21,57.31,-0.235
40,ATP11B,0.0,0.728,-0.69,0.915,0.951,60.45,59.76,-0.239,0.656,-0.85,0.884,0.883,60.59,59.74,-0.303
39,ATP11A,0.0,0.623,-0.47,0.976,0.978,57.03,56.56,-0.112,0.324,-0.14,0.989,0.987,57.62,57.48,-0.137
38,ART3,0.0,,,0.687,0.51,65.59,65.59,-0.023,,,0.761,0.834,65.59,65.59,-0.033
37,ARPC2,0.0,,,0.5,0.0,63.32,64.79,-0.183,,,0.096,0.365,65.42,64.8,-0.893
36,ARMET,0.0,,,0.064,0.0,65.59,65.59,-0.157,,,0.309,0.295,65.59,65.59,-0.687
35,ARF6,0.0,0.403,0.75,0.978,0.847,56.3,57.05,-0.187,0.362,0.09,0.964,0.92,56.9,56.99,-0.194
34,APP,0.0,,,0.792,0.541,50.78,53.08,-0.289,,,0.647,0.677,51.22,52.28,-0.197
33,APOH,0.0,,,0.822,0.534,65.59,65.59,-0.058,0.573,0.55,0.895,0.846,63.88,64.43,-0.062
32,APOE,0.0,,,0.0,0.0,37.0,65.59,-0.132,,,0.0,0.592,65.59,65.59,-0.472
118,CLU,0.0,0.935,1.91,0.936,0.884,55.22,57.13,-0.08,,,0.779,0.996,60.77,53.34,-0.054
119,CNNM2,0.0,0.951,-1.1,0.848,0.906,52.38,51.28,-0.289,0.765,0.88,0.953,0.935,52.37,53.25,-0.876
120,CNNM3,0.0,0.795,-0.82,0.923,0.982,51.68,50.86,-0.229,0.865,1.03,0.959,0.88,52.39,53.42,-0.328
194,GPD1L,0.0,0.785,1.64,0.981,0.919,54.53,56.17,-0.116,0.656,0.7,0.986,0.872,57.68,58.38,-0.305
206,HMGB1,0.0,0.684,-0.6,0.958,0.953,53.57,52.97,-0.183,0.557,-0.67,0.92,0.977,56.31,55.64,-0.318
205,HM13,0.0,,,0.705,0.728,65.59,65.59,-0.034,2.028,-2.45,0.847,0.904,63.92,61.47,-0.057
204,HINT1,0.0,,,0.543,0.083,63.09,64.14,-0.154,,,0.34,0.643,63.24,61.24,-0.061
203,HCST,0.0,,,0.655,0.799,65.59,65.59,-0.046,,,0.885,0.383,65.59,65.59,-0.045
202,HCK,0.0,0.485,-0.14,0.986,0.957,50.73,50.59,-0.98,0.31,-0.05,0.958,0.964,50.43,50.38,-0.893
201,GSTP1,0.0,,,0.896,0.583,55.81,59.84,-0.208,0.313,-0.11,0.807,0.9,53.85,53.74,-0.125
200,GSR,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
199,GRN,0.0,,,0.0,0.0,65.59,65.59,-0.0,,,0.014,0.347,65.59,65.59,-0.08
198,GPR180,0.0,0.396,0.73,0.993,0.955,51.52,52.25,-0.179,0.377,-0.28,0.986,0.985,49.81,49.53,-0.222
197,GPR124,0.0,0.501,-0.18,0.978,0.98,57.66,57.48,-0.074,0.709,-0.94,0.984,0.98,57.78,56.84,-0.058
196,GPNMB,0.0,,,0.233,0.342,65.59,65.59,-0.017,,,0.407,0.636,65.59,65.59,-0.024
195,GPI,0.0,,,0.957,0.698,57.04,59.15,-0.15,,,0.722,0.864,57.09,56.78,-0.119
193,GPC1,0.0,,,0.898,0.757,65.59,65.59,-0.026,0.328,0.0,0.899,0.892,65.59,65.59,-0.029
208,HSD17B10,0.0,0.685,1.44,0.972,0.902,55.87,57.31,-0.356,0.386,0.15,0.906,0.93,56.36,56.51,-0.155
192,GOT2,0.0,,,0.0,0.0,65.59,65.59,-0.595,,,0.0,0.0,65.59,65.59,-0.829
191,GOLM1,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
190,GNG5,0.0,,,0.274,0.0,65.59,65.59,-0.708,,,0.0,0.0,65.59,65.59,-0.547
189,GNB2L1,0.0,,,0.784,0.668,57.63,58.18,-0.265,,,0.647,0.725,58.49,58.47,-0.314
188,GNB2,0.0,,,0.817,0.72,54.56,55.71,-0.19,,,0.753,0.754,55.2,56.38,-0.166
187,GNB1,0.0,,,0.772,0.664,57.41,57.84,-0.146,,,0.55,0.745,57.92,58.01,-0.13
186,GNAI2,0.0,0.329,0.32,0.945,0.922,55.0,55.32,-0.154,0.402,0.19,0.901,0.898,56.41,56.6,-0.121
185,GNA13,0.0,0.497,-0.17,0.967,0.985,54.55,54.38,-0.129,0.697,-0.92,0.946,0.987,55.19,54.27,-0.089
184,GLG1,0.0,,,0.062,0.0,65.59,65.59,-0.006,,,0.0,0.089,65.59,65.59,-0.006
183,GGT5,0.0,0.545,-0.29,0.956,0.967,58.76,58.47,-0.064,0.589,0.58,0.955,0.976,57.42,58.0,-0.066
182,GGT1,0.0,0.434,0.0,0.969,0.977,65.59,65.59,-0.038,0.865,-1.18,0.977,0.967,65.59,64.41,-0.042
181,GAPDH,0.0,,,0.0,0.0,65.59,65.59,-0.579,,,0.0,0.0,65.59,65.59,-0.803
207,HNRNPM,0.0,0.434,0.84,0.957,0.949,47.15,47.99,-0.11,1.785,2.08,0.998,0.994,44.95,47.03,-0.132
209,HSD17B11,0.0,0.739,1.55,0.974,0.921,54.83,56.38,-0.111,0.817,-1.11,0.838,0.951,55.48,54.37,-0.097
121,CNNM4,0.0,0.427,0.02,0.984,0.985,50.41,50.43,-1.11,0.45,0.3,0.948,0.994,50.66,50.96,-0.56
226,IL18R1,0.0,0.437,-0.01,0.998,0.997,52.02,52.01,-0.141,0.346,0.05,0.996,0.991,51.33,51.38,-0.157
238,ITGAL,0.0,0.312,0.46,0.982,0.985,60.22,60.68,-0.054,0.382,0.14,0.964,0.98,59.99,60.13,-0.051
237,ITGA6,0.0,0.315,0.37,0.967,0.98,57.47,57.84,-0.056,0.552,0.51,0.975,0.985,58.29,58.8,-0.049
236,ITGA5,0.0,0.351,0.59,0.951,0.976,63.74,64.33,-0.043,0.313,-0.11,0.986,0.965,63.01,62.9,-0.047
235,ITGA4,0.0,0.525,-0.24,0.984,0.99,56.57,56.33,-0.083,0.402,0.19,0.991,0.989,56.17,56.36,-0.077
234,ITGA3,0.0,,,0.808,0.659,65.59,65.59,-0.032,0.791,-1.07,0.944,0.939,64.14,63.07,-0.058
233,ITFG3,0.0,0.399,0.1,0.959,0.956,63.31,63.41,-0.064,0.492,0.39,0.947,0.944,62.19,62.58,-0.047
232,ITFG1,0.0,,,0.454,0.17,65.59,65.59,-0.032,,,0.23,0.364,65.59,65.59,-0.052
231,IQGAP1,0.0,0.533,-0.26,0.964,0.911,51.33,51.07,-0.441,0.411,0.21,0.804,0.888,50.59,50.8,-1.027
230,INSR,0.0,0.562,-0.33,1.0,1.0,46.19,45.86,-0.138,0.335,0.02,0.99,0.987,46.45,46.47,-0.115
229,IL6R,0.0,0.312,0.38,0.932,0.95,57.05,57.43,-0.06,0.914,-1.25,0.98,0.993,57.57,56.32,-0.05
228,IL2RG,0.0,0.364,0.63,0.988,0.967,53.45,54.08,-0.102,0.342,-0.19,0.991,0.966,55.35,55.16,-0.072
227,IL1RAP,0.0,0.769,-0.77,0.986,0.99,54.89,54.12,-0.096,0.419,-0.38,0.995,0.979,54.72,54.34,-0.1
225,IL10RB,0.0,0.61,-0.44,0.978,0.983,55.8,55.36,-0.124,0.526,0.46,0.97,0.985,52.98,53.44,-0.095
212,HSP90B1,0.0,1.635,2.91,0.915,0.895,56.13,59.04,-0.111,1.01,1.23,0.887,0.895,58.79,60.02,-0.08
224,IGFBP7,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,65.59,65.59,-0.0
223,IGF2R,0.0,,,0.87,0.488,59.65,63.26,-0.106,,,0.757,0.558,62.53,63.08,-0.081
222,IGF1R,0.0,0.713,-0.66,0.996,0.994,47.23,46.57,-0.38,0.394,0.17,0.998,0.998,45.22,45.39,-0.132
221,IFNGR1,0.0,0.623,-0.47,0.955,0.964,61.42,60.95,-0.06,0.667,0.72,0.924,0.969,61.66,62.38,-0.042
220,IFNAR1,0.0,0.493,-0.16,0.977,0.989,53.45,53.29,-0.101,1.176,-1.59,0.958,0.988,54.59,53.0,-0.088
219,ICAM3,0.0,0.525,-0.24,0.979,0.988,61.32,61.08,-0.049,0.562,-0.68,0.992,0.994,60.81,60.13,-0.044
218,ICAM2,0.0,0.441,-0.02,0.986,0.989,53.24,53.22,-0.139,0.313,-0.04,0.995,0.981,53.03,52.99,-0.135
217,ICAM1,0.0,0.529,-0.25,0.94,0.954,64.51,64.26,-0.04,0.394,-0.32,0.977,0.988,62.9,62.58,-0.046
216,HSPD1,0.0,0.307,0.44,0.984,0.926,59.35,59.79,-0.126,0.516,0.44,0.944,0.932,59.52,59.96,-0.119
215,HSPB1,0.0,0.31,0.45,0.97,0.904,51.81,52.26,-0.094,,,0.608,0.74,50.26,49.97,-0.139
214,HSPA8,0.0,2.297,3.64,0.933,0.934,51.7,55.34,-0.055,0.374,0.12,0.96,0.962,52.75,52.87,-0.06
213,HSPA5,0.0,0.97,1.97,0.992,0.942,55.4,57.37,-0.062,0.428,0.25,0.955,0.943,58.37,58.62,-0.047
180,G6PD,0.0,0.478,0.96,0.984,0.914,54.5,55.46,-0.121,,,0.792,0.974,55.76,53.56,-0.148
179,FZD2,0.0,0.327,0.33,0.919,0.9,58.89,59.22,-0.057,0.32,-0.13,0.883,0.925,60.49,60.36,-0.064
178,FZD1,0.0,0.427,0.82,0.987,0.977,60.65,61.47,-0.138,0.497,0.4,0.972,0.955,61.6,62.0,-0.142
135,CYBB,0.0,0.47,-0.1,0.968,0.981,57.77,57.67,-0.043,0.733,-0.98,0.916,0.988,54.94,53.96,-0.057
147,EEF2,0.0,0.49,0.99,0.96,0.86,57.98,58.97,-0.175,,,0.785,0.885,57.98,57.58,-0.106
